COD_ACTIVIDAD_F883;DESC_ACTIVIDAD_F883;DESCL_ACTIVIDA_F883;
951100;Reparación y mantenimiento de equipos informáticos;Reparación y mantenimiento de equipos informáticos;
951200;Reparación y mantenimiento de equipos de telefonía y de comunicación;Reparación y mantenimiento de equipos de telefonía y de comunicación;
952200;Reparación de calzado y artículos de marroquinería;Reparación de calzado y artículos de marroquinería;
952300;Reparación de tapizados y muebles;Reparación de tapizados y muebles (Incluye la restauración de muebles);
952910;Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías;Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías;
952920;Reparación de relojes y joyas. Relojerías;Reparación de relojes y joyas. Relojerías;
952990;Reparación de efectos personales y enseres domésticos n.c.p.;Reparación de efectos personales y enseres domésticos n.c.p. (Incluye la actividad de arreglos de prendas realizadas por modistas), (No incluye la actividad de sastres y modistas que confeccionan prendas: grupo 141)      ;
960101;Servicios de limpieza de prendas prestado por tintorerías rápidas;Servicios de limpieza de prendas prestado por tintorerías rápidas;
960102;Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco;Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco;
960201;Servicios de peluquería;Servicios de peluquería;
960202;Servicios de tratamiento de belleza, excepto los de peluquería;Servicios de tratamiento de belleza, excepto los de peluquería;
960300;Pompas fúnebres y servicios conexos;Pompas fúnebres y servicios conexos;
960910;Servicios de centros de estética, spa y similares;Servicios de centros de estética, spa y similares (Incluye baños turcos, saunas, solarios, centros de masajes y adelgazamiento, etc.);
960990;Servicios personales n.c.p.;Servicios personales n.c.p. (Incluye actividades de astrología y espiritismo, las realizadas con fines sociales como agencias matrimoniales, de investigaciones genealógicas, de contratación de acompañantes, la actividad de lustrabotas, acomodadores de autos, etc.);
970000;Servicios de hogares privados que contratan servicio doméstico;Servicios de hogares privados que contratan servicio doméstico;
990000;Servicios de organizaciones y órganos extraterritoriales;Servicios de organizaciones y órganos extraterritoriales;
952100;Reparación de artículos eléctricos y electrónicos de uso doméstico;Reparación de artículos eléctricos y electrónicos de uso doméstico (Incluye  TV, radios, reproductores cd's y dvd's, cámaras de video de uso familiar, heladeras, lavarropas, secarropas, aire acondicionado de menos de 6000 frigorías);
476200;Venta al por menor de CD's y DVD's de audio y video grabados;Venta al por menor de CD's y DVD's de audio y video grabados (Incluye CD's y DVD's vírgenes);
464910;Venta al por mayor de CD's y DVD's de audio y video grabados.;Venta al por mayor de CD's y DVD's de audio y video grabados.;
461091;Venta al por mayor en comisión o consignación de prod. textiles, prendas de vestir, calzado excepto el ortopédico, art.de marroquinería, paraguas y similares y prod.de cuero n.c.p;Venta al por mayor en comisión o consignación de productos textiles, prendas de vestir, calzado excepto el ortopédico,  artículos de marroquinería, paraguas y similares y productos de cuero n.c.p.;
431220;Perforación y sondeo, excepto perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo;Perforación y sondeo, excepto perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo (Incluye los trabajos de perforación, sondeo y muestreo con fines de construcción o para estudios geofísicos, geológicos u otros similares, las perforaciones horizontales para el paso de cables o cañerías de drenaje, etc.), (No incluye los servicios de perforación relacionados con la extracción de petróleo y gas, activ.091000, ni la perforación de pozos hidráulicos, activ.422100);
331301;Reparación y mantenimiento de instrumentos médicos,ópticos y de precisión,equipo fotográfico,aparatos para medir,ensayar o navegar,relojes,excepto para uso personal o doméstico;Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión, equipo fotográfico, aparatos para medir, ensayar o navegar, relojes, excepto para uso personal o doméstico;
014221;Cría de ganado equino realizada en haras;Cría de ganado equino realizada en haras (Incluye la producción de semen);
000007;Jubilado;Jubilado;
000008;Estudiante;Estudiante;
000009;Ama de casa;Ama de casa;
000010;Ex - Agente de la Adm. Publica;Ex - Agente de la Adm. Publica;
000011;Trabajo Relac. Dependencia;Trabajo Relac. Dependencia;
000012;Sin Actividad Economica;Sin Actividad Economica;
000013;Agricultura Familiar;Agricultura Familiar;
